employee_id,avg_leadership_score,completed_mentorships,last_promotion_status,high_potential_flag,promotion_ready_flag
93436,3.321666666666667,3,promoted,no,no
93438,3.86,0,not_promoted,yes,no
93439,3.015,1,not_promoted,no,no
93454,4.165,2,promoted,yes,no
93455,1.885,2,not_promoted,no,yes
93469,2.7075,2,not_promoted,no,yes
93473,1.82,1,promoted,no,no
93475,2.684,0,unknown,no,no
93479,3.63,0,promoted,yes,no
93484,1.33,0,promoted,no,no
93486,2.53,2,promoted,no,no
93487,2.47,1,not_promoted,no,no
93490,2.83,2,not_promoted,no,yes
93492,3.14,1,promoted,no,no
93494,3.47,0,not_promoted,no,no
93495,3.116,0,promoted,no,no
93497,4.31,0,promoted,yes,no
93500,3.088,0,promoted,no,no
93509,3.975,0,promoted,yes,no
93513,3.232,1,not_promoted,no,no
93516,3.6366666666666663,3,not_promoted,yes,yes
93517,0.0,1,promoted,no,no
93523,3.41,1,promoted,no,no
93528,2.68,3,not_promoted,no,yes
93530,3.39,2,promoted,no,no
93533,1.78,4,not_promoted,no,yes
93534,3.3628571428571425,0,not_promoted,no,no
93535,3.286666666666666,0,not_promoted,no,no
93536,3.1700000000000004,2,promoted,no,no
93537,3.8666666666666663,0,not_promoted,yes,no
93541,2.99,1,unknown,no,no
93545,3.3425,2,promoted,no,no
93558,3.66,0,promoted,yes,no
93559,2.3920000000000003,0,promoted,no,no
93564,2.855,0,not_promoted,no,no
93566,2.625,0,promoted,no,no
93567,2.053333333333333,1,not_promoted,no,no
93576,3.39,0,promoted,no,no
93580,3.1633333333333336,1,promoted,no,no
93582,2.558,1,not_promoted,no,no
93590,2.31,1,not_promoted,no,no
93596,3.26,1,promoted,no,no
93603,3.17,1,not_promoted,no,no
93605,3.723333333333333,2,not_promoted,yes,yes
93609,3.5275,0,not_promoted,yes,no
93610,4.03,2,not_promoted,yes,yes
93611,4.0025,1,promoted,yes,no
93621,2.2775,3,promoted,no,no
93625,3.22,1,not_promoted,no,no
93626,3.4250000000000003,2,promoted,no,no
93630,2.48,1,unknown,no,no
93631,4.39,0,not_promoted,yes,no
93632,2.524,0,not_promoted,no,no
93634,3.2366666666666664,0,promoted,no,no
93645,2.81,0,promoted,no,no
93647,2.62,1,not_promoted,no,no
93651,2.06,1,promoted,no,no
93652,1.735,1,promoted,no,no
93653,2.506,1,not_promoted,no,no
93655,3.68,0,unknown,yes,no
93657,3.545,2,not_promoted,yes,yes
93663,0.0,0,promoted,no,no
93675,3.146,0,promoted,no,no
93676,2.9766666666666666,1,promoted,no,no
93683,4.21,0,not_promoted,yes,no
93685,2.42,1,promoted,no,no
93686,3.523333333333333,0,not_promoted,yes,no
93688,2.973333333333333,0,promoted,no,no
93704,3.255,0,not_promoted,no,no
93705,1.96,2,not_promoted,no,yes
93706,2.275,1,promoted,no,no
93710,2.026666666666667,1,not_promoted,no,no
93715,3.015,0,promoted,no,no
93725,2.966,0,not_promoted,no,no
93726,3.03,1,promoted,no,no
93729,4.489999999999999,0,not_promoted,yes,no
93732,2.155,0,promoted,no,no
93733,1.685,2,not_promoted,no,yes
93741,3.06,0,promoted,no,no
93743,1.09,1,promoted,no,no
93746,2.775,3,promoted,no,no
93760,2.84,1,not_promoted,no,no
93765,1.435,1,not_promoted,no,no
93769,2.1975,1,not_promoted,no,no
93774,4.359999999999999,1,not_promoted,yes,no
93775,1.84,0,not_promoted,no,no
93776,3.3800000000000003,0,not_promoted,no,no
93780,1.02,1,not_promoted,no,no
93781,3.5483333333333333,1,promoted,yes,no
93787,3.1733333333333333,0,not_promoted,no,no
93788,0.0,2,promoted,no,no
93791,3.385,1,promoted,no,no
93800,2.975,0,promoted,no,no
93802,3.53,1,not_promoted,yes,no
93804,3.044,0,not_promoted,no,no
93806,4.115,1,promoted,yes,no
93811,2.25,1,not_promoted,no,no
93812,3.4633333333333334,1,promoted,no,no
93815,1.39,0,promoted,no,no
93817,2.6366666666666667,2,not_promoted,no,yes
93828,2.52,1,not_promoted,no,no
93838,3.365,1,promoted,no,no
93842,1.8075,1,promoted,no,no
93843,4.14,0,promoted,yes,no
93845,1.51,3,not_promoted,no,yes
93852,3.9,0,not_promoted,yes,no
93855,3.0825,1,promoted,no,no
93857,3.2175,1,promoted,no,no
93862,3.112,2,promoted,no,no
93866,1.94,0,not_promoted,no,no
93869,4.375,0,not_promoted,yes,no
93876,4.365,0,not_promoted,yes,no
93877,3.67,0,promoted,yes,no
93880,3.615,1,not_promoted,yes,no
93884,3.892,1,not_promoted,yes,no
93885,3.8333333333333326,1,promoted,yes,no
93886,4.755,0,not_promoted,yes,no
93888,1.745,0,not_promoted,no,no
93889,3.572,0,not_promoted,yes,no
93892,3.9175,0,promoted,yes,no
93893,3.2566666666666664,2,promoted,no,no
93895,2.98,0,promoted,no,no
93900,2.955,1,not_promoted,no,no
93901,4.279999999999999,0,not_promoted,yes,no
93907,3.293333333333333,1,promoted,no,no
93908,1.6550000000000002,2,promoted,no,no
93916,3.25,1,unknown,no,no
93918,2.3,1,not_promoted,no,no
93924,1.922,0,promoted,no,no
93930,2.694,0,not_promoted,no,no
93933,3.380000000000001,3,not_promoted,no,yes
93942,1.64,1,promoted,no,no
93946,3.015,1,not_promoted,no,no
93953,3.61,1,promoted,yes,no
93962,2.99,3,promoted,no,no
93964,3.9,4,promoted,yes,no
93967,3.0,1,not_promoted,no,no
93968,3.16,1,promoted,no,no
93974,2.55,1,not_promoted,no,no
93977,3.2,1,promoted,no,no
93978,2.46,1,not_promoted,no,no
93982,3.15,1,not_promoted,no,no
93992,3.865,1,not_promoted,yes,no
93999,2.7025,0,not_promoted,no,no
94000,3.648333333333333,1,promoted,yes,no
94007,2.0766666666666667,0,promoted,no,no
94011,2.8725,2,not_promoted,no,yes
94016,3.55,1,unknown,yes,no
94028,2.4966666666666666,0,not_promoted,no,no
94031,2.5825,1,promoted,no,no
94036,0.0,0,not_promoted,no,no
94038,3.28,3,not_promoted,no,yes
94042,2.79,4,promoted,no,no
94048,3.14,0,not_promoted,no,no
94051,2.5700000000000003,0,promoted,no,no
94053,3.0760000000000005,0,not_promoted,no,no
94054,4.07,1,not_promoted,yes,no
94055,3.12,0,not_promoted,no,no
94059,2.17,3,unknown,no,yes
94060,3.83,0,promoted,yes,no
94065,0.0,0,not_promoted,no,no
94071,2.47,0,not_promoted,no,no
94087,3.88,1,not_promoted,yes,no
94088,3.24,2,not_promoted,no,yes
94095,2.18,0,promoted,no,no
94096,2.4657142857142853,2,not_promoted,no,yes
94102,3.1957142857142857,0,promoted,no,no
94104,2.2350000000000003,1,not_promoted,no,no
94119,3.02,1,promoted,no,no
94120,4.233333333333333,0,not_promoted,yes,no
94125,3.625,1,promoted,yes,no
94129,0.0,0,not_promoted,no,no
94131,2.09,0,not_promoted,no,no
94132,3.693333333333333,1,not_promoted,yes,no
94133,4.05,1,promoted,yes,no
94136,2.71,2,not_promoted,no,yes
94148,3.6475,0,not_promoted,yes,no
94149,2.39,2,promoted,no,no
94152,2.4160000000000004,0,not_promoted,no,no
94159,2.99,0,promoted,no,no
94160,4.92,1,not_promoted,yes,no
94161,4.11,1,not_promoted,yes,no
94164,2.245,1,not_promoted,no,no
94167,1.81,1,not_promoted,no,no
94169,3.0650000000000004,1,promoted,no,no
94174,2.6728571428571426,1,promoted,no,no
94177,2.8675,0,not_promoted,no,no
94184,2.87,1,not_promoted,no,no
94188,3.74,1,promoted,yes,no
94193,3.26,2,not_promoted,no,yes
94196,3.39,1,not_promoted,no,no
94204,2.643333333333333,1,promoted,no,no
94206,3.506,3,promoted,yes,no
94212,3.084,2,promoted,no,no
94223,2.675,0,not_promoted,no,no
94224,4.92,1,not_promoted,yes,no
94231,0.0,1,unknown,no,no
94235,2.2425,0,not_promoted,no,no
94244,2.5033333333333334,0,not_promoted,no,no
94251,3.716,1,promoted,yes,no
94261,3.0666666666666664,2,unknown,no,yes
94263,2.226666666666667,0,promoted,no,no
94266,2.91,3,promoted,no,no
94267,1.9183333333333328,0,promoted,no,no
94270,3.436666666666667,0,promoted,no,no
94271,2.89,0,not_promoted,no,no
94279,3.725,1,unknown,yes,no
94283,2.59,0,promoted,no,no
94284,2.095,1,not_promoted,no,no
94289,3.9425,2,not_promoted,yes,yes
94290,3.192,0,promoted,no,no
94295,3.015,1,not_promoted,no,no
94298,3.064,1,promoted,no,no
94303,1.06,1,not_promoted,no,no
94313,2.255,0,promoted,no,no
94330,2.4614285714285717,1,not_promoted,no,no
94331,1.98,0,not_promoted,no,no
94337,2.9966666666666666,1,not_promoted,no,no
94338,0.0,1,promoted,no,no
94355,2.431666666666666,0,promoted,no,no
94358,1.33,2,promoted,no,no
94359,2.8825000000000003,1,promoted,no,no
94363,3.63,0,promoted,yes,no
94364,2.8366666666666664,0,promoted,no,no
94368,3.303333333333333,1,not_promoted,no,no
94369,2.76,3,not_promoted,no,yes
94374,2.8800000000000003,0,not_promoted,no,no
94375,4.11,1,not_promoted,yes,no
94379,2.605,1,not_promoted,no,no
94381,2.5425000000000004,1,promoted,no,no
94388,1.735,1,not_promoted,no,no
94391,3.96,1,not_promoted,yes,no
94394,3.0540000000000003,0,not_promoted,no,no
94396,3.3600000000000003,0,not_promoted,no,no
94397,3.0666666666666664,1,not_promoted,no,no
94399,3.1785714285714284,0,promoted,no,no
94408,0.0,1,not_promoted,no,no
94409,2.506,0,promoted,no,no
94410,4.003333333333333,2,promoted,yes,no
94416,2.28,4,promoted,no,no
94419,2.08,0,promoted,no,no
94444,2.615,0,not_promoted,no,no
94446,2.8025,2,not_promoted,no,yes
94449,0.0,2,not_promoted,no,yes
94450,3.265,2,promoted,no,no
94452,3.6275,2,promoted,yes,no
94458,1.88,1,not_promoted,no,no
94463,3.36,0,not_promoted,no,no
94465,1.22,4,not_promoted,no,yes
94466,4.5,0,not_promoted,yes,no
94479,2.8075,0,promoted,no,no
94482,0.0,1,not_promoted,no,no
94483,3.47,2,not_promoted,no,yes
94484,3.28,2,promoted,no,no
94485,2.3200000000000003,1,promoted,no,no
94488,1.8975,0,not_promoted,no,no
94491,4.6000000000000005,4,promoted,yes,no
94494,3.335,0,not_promoted,no,no
94495,1.53,3,not_promoted,no,yes
94506,3.4633333333333334,1,not_promoted,no,no
94519,3.17,0,not_promoted,no,no
94521,3.31,3,not_promoted,no,yes
94522,2.0933333333333333,1,unknown,no,no
94523,3.2,1,not_promoted,no,no
94526,3.82,0,unknown,yes,no
94527,4.082857142857143,3,not_promoted,yes,yes
94535,3.0866666666666664,0,not_promoted,no,no
94536,2.14,1,promoted,no,no
94543,4.68,0,not_promoted,yes,no
94548,2.645,0,unknown,no,no
94555,4.09,1,not_promoted,yes,no
94561,3.265,0,not_promoted,no,no
94563,4.43,0,not_promoted,yes,no
94575,2.9466666666666668,0,promoted,no,no
94580,1.9275,2,promoted,no,no
94581,2.99,1,promoted,no,no
94587,3.08,1,promoted,no,no
94588,3.88,1,promoted,yes,no
94599,1.695,1,not_promoted,no,no
94602,2.6700000000000004,0,unknown,no,no
94606,3.143333333333333,1,not_promoted,no,no
94612,2.62,1,not_promoted,no,no
94614,3.54,1,not_promoted,yes,no
94615,2.58,0,not_promoted,no,no
94616,2.9240000000000004,1,not_promoted,no,no
94624,2.285,2,not_promoted,no,yes
94625,3.003333333333334,0,not_promoted,no,no
94627,3.55,0,not_promoted,yes,no
94633,2.56,1,promoted,no,no
94636,4.48,0,not_promoted,yes,no
94637,2.935,0,not_promoted,no,no
94641,4.156666666666666,1,promoted,yes,no
94645,3.2675,0,promoted,no,no
94648,2.975714285714285,1,not_promoted,no,no
94653,3.425,2,promoted,no,no
94657,3.2883333333333327,1,not_promoted,no,no
94658,4.08,2,not_promoted,yes,yes
94674,2.598,1,not_promoted,no,no
94676,2.8425,1,promoted,no,no
94677,0.0,0,not_promoted,no,no
94682,3.553333333333333,1,not_promoted,yes,no
94683,3.585,1,promoted,yes,no
94686,3.3000000000000003,0,not_promoted,no,no
94688,4.04,1,not_promoted,yes,no
94692,3.51,1,unknown,yes,no
94693,2.17,1,not_promoted,no,no
94694,3.29,0,promoted,no,no
94697,3.61,0,promoted,yes,no
94704,2.356666666666667,1,not_promoted,no,no
94725,4.8,0,not_promoted,yes,no
94727,3.473333333333333,0,not_promoted,no,no
94734,4.54,4,promoted,yes,no
94736,3.91,0,not_promoted,yes,no
94742,3.658,1,not_promoted,yes,no
94743,0.0,0,promoted,no,no
94745,2.135,0,promoted,no,no
94746,1.7100000000000002,0,promoted,no,no
94749,3.553333333333333,0,promoted,yes,no
94751,3.223333333333333,0,not_promoted,no,no
94753,4.24,0,promoted,yes,no
94755,3.595,1,not_promoted,yes,no
94763,2.6925,1,promoted,no,no
94766,2.56,1,promoted,no,no
94767,4.39,2,not_promoted,yes,yes
94770,2.94,1,not_promoted,no,no
94771,3.695,1,not_promoted,yes,no
94777,1.62,0,unknown,no,no
94778,1.66,1,not_promoted,no,no
94782,3.765,2,unknown,yes,yes
94786,2.44,0,not_promoted,no,no
94788,3.19,2,promoted,no,no
94791,2.8866666666666667,0,promoted,no,no
94795,3.276666666666666,0,unknown,no,no
94799,3.63,0,promoted,yes,no
94800,3.29,1,not_promoted,no,no
94801,2.87,1,promoted,no,no
94803,2.79,0,not_promoted,no,no
94818,4.76,2,promoted,yes,no
94820,1.41,0,not_promoted,no,no
94822,3.427142857142857,1,promoted,no,no
94823,3.748,0,promoted,yes,no
94824,3.28,0,unknown,no,no
94825,4.94,0,promoted,yes,no
94835,3.43,4,not_promoted,no,yes
94837,4.02,2,not_promoted,yes,yes
94840,1.61,0,not_promoted,no,no
94843,2.77,1,not_promoted,no,no
94847,4.41,0,promoted,yes,no
94854,2.69,0,not_promoted,no,no
94863,3.69,0,promoted,yes,no
94872,3.215,3,unknown,no,yes
94876,3.376666666666667,1,not_promoted,no,no
94877,1.835,1,promoted,no,no
94882,2.5,0,not_promoted,no,no
94885,2.9075,3,not_promoted,no,yes
94887,1.34,0,not_promoted,no,no
94896,1.73,1,promoted,no,no
94910,3.2066666666666666,0,promoted,no,no
94911,3.215,1,not_promoted,no,no
94928,3.83,1,promoted,yes,no
94931,0.0,1,not_promoted,no,no
94932,3.4966666666666666,1,promoted,no,no
94934,2.9233333333333333,0,not_promoted,no,no
94936,3.806666666666666,2,not_promoted,yes,yes
94940,3.0733333333333337,0,promoted,no,no
94960,3.784,3,promoted,yes,no
94961,3.3266666666666667,0,not_promoted,no,no
94965,3.87,0,not_promoted,yes,no
94969,3.3520000000000003,0,unknown,no,no
94971,1.565,1,promoted,no,no
94978,3.863333333333333,0,promoted,yes,no
94981,2.09,0,not_promoted,no,no
94987,3.1166666666666667,0,not_promoted,no,no
94988,1.5425,3,promoted,no,no
94993,2.6333333333333333,0,unknown,no,no
94995,3.36,0,promoted,no,no
95002,3.15,0,not_promoted,no,no
95003,4.59,0,not_promoted,yes,no
95005,2.67,1,promoted,no,no
95019,3.035,1,not_promoted,no,no
95021,4.0125,0,not_promoted,yes,no
95026,2.5416666666666665,1,not_promoted,no,no
95029,3.19,2,not_promoted,no,yes
95031,2.96,0,promoted,no,no
95033,3.0766666666666667,1,promoted,no,no
95036,2.75,2,promoted,no,no
95040,4.88,1,unknown,yes,no
95042,3.885,1,unknown,yes,no
95046,3.818,0,not_promoted,yes,no
95051,2.353333333333333,0,promoted,no,no
95052,4.406666666666666,0,unknown,yes,no
95053,4.419999999999999,0,promoted,yes,no
95059,2.4625,1,not_promoted,no,no
95060,0.0,0,promoted,no,no
95063,2.73,1,not_promoted,no,no
95068,3.84,2,not_promoted,yes,yes
95073,1.865,1,promoted,no,no
95077,3.98,1,unknown,yes,no
95082,2.8875,4,promoted,no,no
95095,2.02,0,not_promoted,no,no
95106,0.0,1,unknown,no,no
95130,3.24,0,not_promoted,no,no
95133,3.67,1,promoted,yes,no
95134,3.746,1,not_promoted,yes,no
95136,2.82,3,not_promoted,no,yes
95141,2.545,1,not_promoted,no,no
95145,2.5700000000000003,0,unknown,no,no
95149,3.0866666666666664,0,not_promoted,no,no
95157,2.676666666666667,0,not_promoted,no,no
95162,2.82,0,promoted,no,no
95163,2.4675,0,not_promoted,no,no
95170,1.965,1,not_promoted,no,no
95174,3.2900000000000005,1,promoted,no,no
95175,2.4450000000000003,2,not_promoted,no,yes
95178,3.96,0,not_promoted,yes,no
95179,1.66,0,not_promoted,no,no
95181,3.0325,1,promoted,no,no
95183,2.9466666666666668,0,not_promoted,no,no
95199,2.114,1,not_promoted,no,no
95200,4.21,1,promoted,yes,no
95225,3.152,1,promoted,no,no
95226,2.7,3,not_promoted,no,yes
95232,3.0250000000000004,1,promoted,no,no
95235,4.253333333333333,1,promoted,yes,no
95237,2.9933333333333336,2,not_promoted,no,yes
95238,2.335,1,unknown,no,no
95239,2.65,3,not_promoted,no,yes
95242,2.334,1,promoted,no,no
95243,3.865,1,not_promoted,yes,no
95249,4.23,1,not_promoted,yes,no
95255,2.9766666666666666,1,promoted,no,no
95256,2.715,1,promoted,no,no
95264,3.132,2,promoted,no,no
95267,3.96,0,unknown,yes,no
95273,2.2566666666666664,2,promoted,no,no
95275,2.99,0,promoted,no,no
95278,3.7975,0,unknown,yes,no
95281,2.04,0,unknown,no,no
95283,2.28,0,promoted,no,no
95285,3.473333333333333,0,promoted,no,no
95288,4.87,3,not_promoted,yes,yes
95290,0.0,0,promoted,no,no
95297,3.0075,0,not_promoted,no,no
95300,3.267142857142857,1,promoted,no,no
95301,3.0766666666666667,0,promoted,no,no
95303,2.69,1,promoted,no,no
95304,3.34,1,promoted,no,no
95305,3.105,2,not_promoted,no,yes
95306,2.904,1,promoted,no,no
95307,2.24,1,promoted,no,no
95309,3.1,2,promoted,no,no
95310,2.215,1,not_promoted,no,no
95314,2.276666666666667,3,promoted,no,no
95316,2.07,1,promoted,no,no
95317,2.678,0,not_promoted,no,no
95318,2.6025,1,not_promoted,no,no
95320,4.64,1,promoted,yes,no
95324,3.085,0,not_promoted,no,no
95325,2.67,0,not_promoted,no,no
95335,2.045,1,promoted,no,no
95336,4.275,0,promoted,yes,no
95337,3.0,0,promoted,no,no
95342,3.45,0,unknown,no,no
95343,2.16,0,promoted,no,no
95344,0.0,1,not_promoted,no,no
95346,2.7225,1,promoted,no,no
95350,2.16,1,promoted,no,no
95351,2.34,2,not_promoted,no,yes
95360,3.575,0,not_promoted,yes,no
95361,3.06,1,promoted,no,no
95364,1.58,1,not_promoted,no,no
95366,2.524,0,not_promoted,no,no
95368,3.43,1,promoted,no,no
95371,2.354,0,unknown,no,no
95372,3.7466666666666666,0,not_promoted,yes,no
95373,2.29,0,not_promoted,no,no
95388,3.73,3,promoted,yes,no
95390,0.0,1,promoted,no,no
95392,2.4375,1,not_promoted,no,no
95398,2.756,1,promoted,no,no
95401,3.9375,1,not_promoted,yes,no
95405,3.38,0,not_promoted,no,no
95416,2.65,1,not_promoted,no,no
95418,2.9250000000000003,1,not_promoted,no,no
95421,3.94,0,promoted,yes,no
95424,3.34,0,not_promoted,no,no
95426,2.0866666666666664,1,promoted,no,no
95431,2.725,1,promoted,no,no
95432,1.53,0,not_promoted,no,no
95433,2.713333333333333,0,promoted,no,no
95435,3.92,0,promoted,yes,no
95444,3.834000000000001,1,not_promoted,yes,no
95445,2.44,0,unknown,no,no
95451,2.96,0,promoted,no,no
95453,3.273333333333333,0,promoted,no,no
95454,1.71,1,not_promoted,no,no
95456,4.87,3,not_promoted,yes,yes
95458,3.8,0,promoted,yes,no
95460,2.598,1,unknown,no,no
95466,3.3000000000000003,2,promoted,no,no
95472,1.13,2,not_promoted,no,yes
95474,3.27,2,promoted,no,no
95477,3.005,1,not_promoted,no,no
95479,2.371666666666667,0,not_promoted,no,no
95490,3.97,1,not_promoted,yes,no
95493,2.806666666666666,3,promoted,no,no
95494,1.55,1,not_promoted,no,no
95497,2.7375,3,promoted,no,no
95499,3.0500000000000003,1,promoted,no,no
95503,2.655,1,not_promoted,no,no
95504,3.0825,1,promoted,no,no
95513,3.426666666666667,0,not_promoted,no,no
95519,2.2,1,not_promoted,no,no
95521,3.4200000000000004,2,promoted,no,no
95526,1.35,1,not_promoted,no,no
95532,0.0,3,not_promoted,no,yes
95533,3.45,3,not_promoted,no,yes
95538,2.63,2,not_promoted,no,yes
95540,4.6850000000000005,0,promoted,yes,no
95546,4.34,1,not_promoted,yes,no
95547,3.8625,1,promoted,yes,no
95548,1.71,1,unknown,no,no
95550,2.655,0,not_promoted,no,no
95553,3.69,1,promoted,yes,no
95556,2.776,0,promoted,no,no
95557,2.03,1,promoted,no,no
95558,1.54,0,promoted,no,no
95562,1.64,0,not_promoted,no,no
95566,3.254,1,unknown,no,no
95567,3.3000000000000003,1,promoted,no,no
95571,2.773333333333333,0,not_promoted,no,no
95585,2.13,0,promoted,no,no
95586,3.235,1,promoted,no,no
95591,2.8975,1,promoted,no,no
95595,3.74,1,promoted,yes,no
95602,3.9,3,promoted,yes,no
95603,3.1266666666666665,1,not_promoted,no,no
95606,3.718,1,promoted,yes,no
95611,4.065,2,promoted,yes,no
95612,3.865,0,promoted,yes,no
95617,4.1433333333333335,1,unknown,yes,no
95623,0.0,0,not_promoted,no,no
95626,3.65,1,not_promoted,yes,no
95630,3.063333333333333,2,promoted,no,no
95631,2.915,0,not_promoted,no,no
95637,0.0,1,not_promoted,no,no
95655,3.633333333333333,0,promoted,yes,no
95661,2.7,1,not_promoted,no,no
95673,3.84,1,not_promoted,yes,no
95675,1.695,1,promoted,no,no
95681,1.9016666666666664,0,promoted,no,no
95690,2.5275,0,promoted,no,no
95693,3.45,3,not_promoted,no,yes
95695,0.0,2,not_promoted,no,yes
95697,4.63,2,promoted,yes,no
95707,3.47,1,promoted,no,no
95708,0.0,0,promoted,no,no
95710,3.175,2,not_promoted,no,yes
95712,2.99,0,not_promoted,no,no
95717,3.146,0,not_promoted,no,no
95718,3.41,1,not_promoted,no,no
95726,3.5933333333333337,1,promoted,yes,no
95728,3.123333333333333,1,not_promoted,no,no
95731,3.98,1,promoted,yes,no
95734,3.36,2,promoted,no,no
95735,2.71,0,not_promoted,no,no
95748,3.786666666666666,1,promoted,yes,no
95749,2.94,0,not_promoted,no,no
95751,1.495,1,not_promoted,no,no
95752,3.11,4,not_promoted,no,yes
95756,3.28,0,promoted,no,no
95761,1.7399999999999998,1,not_promoted,no,no
95763,3.155,2,promoted,no,no
95765,1.84,3,not_promoted,no,yes
95773,4.35,2,promoted,yes,no
95780,1.5133333333333334,3,promoted,no,no
95783,2.8266666666666667,1,not_promoted,no,no
95785,1.9,1,promoted,no,no
95793,2.37,1,promoted,no,no
95794,3.317142857142857,2,not_promoted,no,yes
95795,3.7375,1,unknown,yes,no
95798,2.76,1,not_promoted,no,no
95815,0.0,3,promoted,no,no
95823,3.06,1,unknown,no,no
95828,2.853333333333333,1,promoted,no,no
95830,2.27,0,not_promoted,no,no
95836,2.256,1,not_promoted,no,no
95841,3.16,0,promoted,no,no
95845,3.3366666666666664,0,not_promoted,no,no
95846,3.6966666666666663,0,not_promoted,yes,no
95852,2.605,0,promoted,no,no
95854,4.0625,2,promoted,yes,no
95858,0.0,1,not_promoted,no,no
95863,2.352,3,promoted,no,no
95865,3.531428571428572,0,not_promoted,yes,no
95868,1.75,1,promoted,no,no
95872,3.585,0,not_promoted,yes,no
95873,2.49,1,not_promoted,no,no
95875,0.0,0,promoted,no,no
95878,3.4725,1,promoted,no,no
95880,2.554,2,not_promoted,no,yes
95887,3.5075000000000003,1,not_promoted,yes,no
95890,4.34,1,not_promoted,yes,no
95892,2.46,1,promoted,no,no
95895,3.4457142857142857,2,not_promoted,no,yes
95908,2.956,1,promoted,no,no
95912,3.32,0,promoted,no,no
95922,2.28,3,not_promoted,no,yes
95923,3.3633333333333333,0,promoted,no,no
95929,3.3966666666666665,0,promoted,no,no
95937,2.725,0,promoted,no,no
95941,3.78,1,promoted,yes,no
95943,3.323333333333333,2,not_promoted,no,yes
95944,3.912,0,promoted,yes,no
95947,4.33,1,unknown,yes,no
95955,2.5775,1,promoted,no,no
95961,4.78,3,promoted,yes,no
95963,3.233333333333333,0,promoted,no,no
95967,3.1366666666666667,2,not_promoted,no,yes
95978,3.5775,0,promoted,yes,no
95979,2.136666666666667,2,promoted,no,no
95985,4.17,0,promoted,yes,no
95992,3.435,0,not_promoted,no,no
96001,3.2033333333333336,0,not_promoted,no,no
96019,2.6585714285714284,0,not_promoted,no,no
96042,2.263333333333333,0,not_promoted,no,no
96045,2.6933333333333334,1,promoted,no,no
96053,2.88,0,promoted,no,no
96054,2.93,2,promoted,no,no
96056,3.965,1,not_promoted,yes,no
96060,3.64,2,not_promoted,yes,yes
96064,3.7125,2,not_promoted,yes,yes
96066,2.4066666666666667,0,promoted,no,no
96067,2.84,2,promoted,no,no
96068,3.8025,2,not_promoted,yes,yes
96071,2.413333333333333,1,promoted,no,no
96077,2.17,1,not_promoted,no,no
96080,2.3575,2,promoted,no,no
96082,2.31,1,not_promoted,no,no
96086,4.355,3,not_promoted,yes,yes
96090,3.23,0,not_promoted,no,no
96100,2.5166666666666666,0,not_promoted,no,no
96105,2.506666666666667,2,not_promoted,no,yes
96108,1.893333333333333,0,not_promoted,no,no
96110,0.0,1,promoted,no,no
96116,2.486666666666667,0,unknown,no,no
96127,2.4675,0,not_promoted,no,no
96129,3.1,1,not_promoted,no,no
96135,2.765,0,not_promoted,no,no
96136,2.43,1,unknown,no,no
96137,2.125,1,not_promoted,no,no
96140,1.903333333333333,0,not_promoted,no,no
96143,2.92,0,not_promoted,no,no
96149,3.806666666666666,3,promoted,yes,no
96155,2.964,1,not_promoted,no,no
96157,0.0,1,not_promoted,no,no
96161,3.176666666666667,3,not_promoted,no,yes
96163,2.7133333333333334,0,not_promoted,no,no
96172,1.52,1,unknown,no,no
96173,2.5542857142857147,0,not_promoted,no,no
96177,2.805,0,promoted,no,no
96182,4.94,1,promoted,yes,no
96185,2.0500000000000003,2,not_promoted,no,yes
96187,4.0825,2,promoted,yes,no
96201,2.33,1,not_promoted,no,no
96203,2.8880000000000003,0,promoted,no,no
96207,2.395,1,not_promoted,no,no
96209,0.0,1,unknown,no,no
96211,3.178,1,promoted,no,no
96213,3.04,1,not_promoted,no,no
96214,2.9325,1,not_promoted,no,no
96215,2.895,1,promoted,no,no
96217,3.74,0,promoted,yes,no
96220,4.095,2,promoted,yes,no
96222,3.475,1,promoted,no,no
96232,3.11,1,not_promoted,no,no
96233,2.295,5,not_promoted,no,yes
96235,2.8800000000000003,0,promoted,no,no
96241,1.65,1,promoted,no,no
96242,2.94,1,not_promoted,no,no
96244,2.19,2,promoted,no,no
96245,3.273333333333333,2,not_promoted,no,yes
96247,4.5,4,not_promoted,yes,yes
96251,1.39,1,not_promoted,no,no
96264,1.86,2,not_promoted,no,yes
96266,3.075,1,not_promoted,no,no
96268,3.305,1,not_promoted,no,no
96272,3.53,0,promoted,yes,no
96275,2.895555555555555,1,promoted,no,no
96281,3.04,1,not_promoted,no,no
96284,2.1466666666666665,1,promoted,no,no
96285,2.855,0,promoted,no,no
96294,2.2225,3,promoted,no,no
96295,2.98,2,promoted,no,no
96300,2.045,2,promoted,no,no
96302,2.6966666666666668,1,promoted,no,no
96305,2.81,0,promoted,no,no
96314,2.925,1,not_promoted,no,no
96318,2.1950000000000003,1,not_promoted,no,no
96325,3.29,1,promoted,no,no
96335,2.5,1,promoted,no,no
96343,1.75,0,not_promoted,no,no
96345,4.29,0,promoted,yes,no
96347,3.045,1,not_promoted,no,no
96353,3.7833333333333337,2,not_promoted,yes,yes
96354,2.53,0,promoted,no,no
96365,2.786666666666666,0,promoted,no,no
96366,2.5825,2,promoted,no,no
96371,2.706666666666667,0,not_promoted,no,no
96380,3.2,1,not_promoted,no,no
96381,2.893333333333333,1,not_promoted,no,no
